PLAYER_NAME,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FG3_PCT,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,POS,FG%,FT%,z_PTS,z_REB,z_AST,z_STL,z_BLK,z_3PM,z_FG%,z_FT%,z_TOV,fantasy_z_9cat,Total_PTS,PTS_roll2,PTS_delta,REB_roll2,REB_delta,AST_roll2,AST_delta,STL_roll2,STL_delta,BLK_roll2,BLK_delta,FG3M_roll2,FG3M_delta,FG%_roll2,FG%_delta,FT%_roll2,FT%_delta,TOV_roll2,TOV_delta,GP_roll2,GP_delta,MIN_roll2,MIN_delta,next_fantasy_z_9cat,delta_fantasy,AGE_sq,PTS_per36,REB_per36,AST_per36,STL_per36,BLK_per36,TOV_per36,sample_weight_norm,AGE_squared,target_delta
Brook Lopez,201572,2021-22,0,1610612749,MIL,34,13,11,22.92307692,4.692307692,10.07692308,1.461538462,4.076923077,0.358,1.538461538,1.769230769,1.461538462,2.615384615,4.076923077,0.461538462,0.615384615,1.153846154,0.923076923,2.615384615,12.38461538,Center,0.468304026,0.757159654,0.227615966,-0.048982921,-1.021377939,-0.306298515,1.71800725,0.273413166,-0.057409211,0.613822481,0.418463355,1.817253632,160.99999994,12.27142857,0.1131868100000002,4.957142857,-0.88021978,0.714285714,-0.252747252,0.571428571,0.04395604399999997,1.471428571,-0.3175824169999999,1.357142857,0.10439560500000011,0.471423221,-0.003119195000000019,0.756747377,0.0004122769999999054,0.914285714,0.008791208999999967,70.0,-57.0,27.17142857,-4.24835165,7.331185258,5.513931626,1156,19.449664424892575,6.402684564738616,0.7248322155872258,0.9664429525458312,1.8120805373975948,1.4496644296039818,0.4552850425640979,1156,5.513931626
Brook Lopez,201572,2022-23,0,1610612749,MIL,35,78,78,30.41025641,6.115384615,11.52564103,1.743589744,4.666666667,0.374,1.91025641,2.435897436,2.012820513,4.653846154,6.666666667,1.269230769,0.474358974,2.474358974,1.371794872,2.602564103,15.88461538,Center,0.474991536,0.754599189,0.754596051,1.024775716,-0.610577105,-0.679435829,4.998511264,0.577579784,1.29672023,0.084993035,-0.115977889,7.331185258,1238.99999964,12.328021974999999,3.5,4.5170329670000005,2.5897435900000003,0.5879120879999999,0.8076923069999999,0.593406593,-0.14102564099999998,1.3126373624999998,1.3205128199999998,1.4093406595,0.28205128200000007,0.4698636235,0.006687510000000008,0.7569535155,-0.0025604649999999562,0.9186813185,0.44871794899999995,41.5,65.0,25.047252745,7.487179489999999,6.092724371,-1.2384608869999996,1225,18.804384480360916,7.892074199449343,1.502529510700696,0.5615514329693216,2.929173692685743,1.62394603735602,0.9673352756246587,1225,-1.2384608869999996
Brook Lopez,201572,2023-24,0,1610612749,MIL,36,79,79,30.51898734,4.632911392,9.556962025,1.873417722,5.113924051,0.366,1.392405063,1.696202532,1.481012658,3.696202532,5.17721519,1.607594937,0.544303797,2.392405063,1.0,2.417721519,12.53164557,Center,0.469972385,0.755392513,0.249753675,0.407219833,-0.438481517,-0.494370026,4.794916017,0.717587433,0.280410614,0.248843486,0.326844856,6.092724371,990.00000003,14.13461538,-3.3529698099999994,5.371794872000001,-1.4894514770000002,0.8653846155,0.338364168,0.5448717945,0.06994482299999999,1.8141025640000001,-0.08195391099999982,1.6025641030000002,0.1298279779999998,0.471647781,-0.0050191509999999995,0.7558794215,0.0007933239999999842,1.1474358974999999,-0.37179487199999994,45.5,1.0,26.666666665,0.10873093000000011,5.322195042,-0.7705293290000004,1296,14.782248031169438,6.107009540114053,1.8963085861026476,0.6420572371455363,2.8220655327943134,1.1795935297242404,0.9728644861228797,1296,-0.7705293290000004
Bruce Brown,1628971,2020-21,0,1610612751,BKN,24,65,37,22.32307692,3.615384615,6.507692308,0.261538462,0.907692308,0.288,1.323076923,1.8,1.707692308,3.661538462,5.369230769,1.6,0.892307692,0.430769231,0.830769231,2.230769231,8.815384615,Guard-Forward,0.473880299,0.752535561,-0.3097879,0.48683327,-0.442344382,0.426407483,-0.078307569,-1.020677534,1.071709889,-0.341221316,0.528405554,0.321017494,572.9999999749999,,,,,,,,,,,,,,,,,,,,,,,1.462577121,1.141559627,576,14.216402482386822,8.658855962227273,2.580289455903555,1.4390075806807732,0.6946933154231143,1.339765679399003,0.891941389467368,576,1.141559627
Bruce Brown,1628971,2021-22,0,1610612751,BKN,25,72,45,24.63888889,3.555555556,7.027777778,0.527777778,1.305555556,0.404,1.347222222,1.777777778,1.388888889,3.402777778,4.791666667,2.055555556,1.069444444,0.722222222,0.777777778,2.444444444,8.986111111,Guard-Forward,0.470996191,0.753332787,-0.284082339,0.247363831,-0.210644017,0.895090563,0.645738948,-0.733562681,0.487717447,-0.176565152,0.59152052,1.462577121,646.999999992,8.815384615,0.17072649600000034,5.369230769,-0.5775641019999993,1.6,0.45555555599999975,0.892307692,0.1771367519999999,0.430769231,0.291452991,0.261538462,0.266239316,0.473880299,-0.0028841079999999963,0.752535561,0.0007972259999999842,0.830769231,-0.052991452999999966,65.0,7.0,22.32307692,2.315811970000002,1.560952254,0.098375133,625,13.129650506573633,7.0011273958872104,3.0033821876616282,1.5625704615123979,1.0552423897066407,1.1364148818968922,0.9333881287315899,625,0.098375133
Bruce Brown,1628971,2022-23,0,1610612743,DEN,26,80,31,28.4875,4.475,9.2625,1.1375,3.175,0.358,1.45,1.9125,0.7875,3.3125,4.1,3.35,1.0875,0.6375,1.5375,2.375,11.5375,Guard-Forward,0.46976234,0.753344899,0.100069413,-0.039414775,0.447724094,0.942863446,0.435266482,-0.0760328,0.237879329,-0.17406353,-0.313339405,1.560952254,923.0,8.900747863,2.551388889,5.0804487179999995,-0.6916666670000007,1.827777778,1.2944444440000002,0.9808760679999999,0.018055555999999973,0.5764957264999999,-0.08472222200000001,0.39465812,0.6097222219999999,0.472438245,-0.001233851000000008,0.752934174,1.2112000000064072e-05,0.8042735045,0.7597222220000001,68.5,8.0,23.480982904999998,3.8486111100000002,0.157511553,-1.403440701,676,14.580078982009653,5.181219833260202,4.233435717419921,1.374286967968407,0.8056164984642387,1.9429574374725758,0.9783588109674612,676,-1.403440701
Bruce Brown,1628971,2023-24,0,0,TOT,27,67,44,27.8358209,4.149253731,8.686567164,0.791044776,2.447761194,0.323,1.746268657,2.119402985,0.791044776,3.447761194,4.23880597,2.865671642,0.880597015,0.253731343,1.28358209,2.208955224,10.8358209,Guard-Forward,0.469292578,0.756047228,-0.00557942,0.018136911,0.201389577,0.395422403,-0.518116628,-0.449653203,0.142758896,0.38406591,-0.010912893,0.157511553,726.0000003,10.2618055555,-0.7016790999999998,4.4458333334999995,0.13880596999999995,2.7027777779999997,-0.48432835799999996,1.0784722219999998,-0.20690298499999993,0.6798611109999999,-0.38376865699999996,0.832638889,-0.34645522399999995,0.4703792655,-0.0004697619999999847,0.753338843,0.0027023290000000033,1.157638889,-0.2539179100000002,76.0,-13.0,26.563194445,-0.6516790999999991,-1.677324509,-1.834836062,729,14.013941022303385,5.482037532437205,3.706166219513217,1.1388739945513873,0.32815013362871576,1.6600536196150044,0.9040019152487675,729,-1.834836062
Bryce McGowens,1631121,2022-23,0,1610612766,CHA,20,46,7,17.10869565,1.739130435,4.391304348,0.565217391,1.739130435,0.325,1.304347826,1.739130435,0.434782609,1.586956522,2.02173913,1.173913043,0.326086957,0.130434783,0.934782609,1.043478261,5.347826087,Guard,0.465484908,0.753060393,-0.831883411,-0.901102614,-0.659056706,-1.071746206,-0.82441798,-0.693187468,-0.62824231,-0.232824411,0.40452141,-5.437939695,246.00000000199998,,,,,,,,,,,,,,,,,,,,,,,-4.508143342,0.9297963529999995,400,11.252858959589943,4.254129605724794,2.4701397705908685,0.6861499375611373,0.2744599754452935,1.9669631520974538,0.7665374424838085,400,0.9297963529999995
Bryce McGowens,1631121,2023-24,0,1610612766,CHA,21,59,14,14.94915254,1.711864407,3.898305085,0.576271186,1.728813559,0.333,1.118644068,1.440677966,0.288135593,1.440677966,1.728813559,0.86440678,0.355932203,0.169491525,0.508474576,1.254237288,5.118644068,Guard,0.467427992,0.75380632,-0.866390371,-1.022555318,-0.816474859,-0.992779181,-0.727390674,-0.681266957,-0.234794321,-0.078763198,0.912271536,-4.508143342,302.000000012,5.347826087,-0.22918201899999957,2.02173913,-0.29292557099999983,1.173913043,-0.30950626299999995,0.326086957,0.029845245999999992,0.130434783,0.039056742000000005,0.565217391,0.011053795000000033,0.465484908,0.0019430840000000393,0.753060393,0.0007459269999999796,0.934782609,-0.426308033,46.0,13.0,17.10869565,-2.1595431100000013,-7.80306166,-3.2949183179999997,441,12.326530614691286,4.163265306007775,2.081632654207969,0.8571428563401361,0.4081632643505021,1.2244897954596696,0.854601040740544,441,-3.2949183179999997
Bryn Forbes,1627854,2020-21,0,1610612749,MIL,27,70,10,19.34285714,3.571428571,7.557142857,2.2,4.871428571,0.452,0.671428571,0.871428571,0.157142857,1.442857143,1.6,0.642857143,0.342857143,0.014285714,0.628571429,1.1,10.01428571,Guard,0.468849835,0.753455194,-0.129274471,-1.075963954,-0.929157344,-1.027374259,-1.112963065,1.069776674,0.053109635,-0.151283644,0.769231323,-2.533899105,700.9999997,,,,,,,,,,,,,,,,,,,,,,,-3.26707217,-0.7331730649999999,729,18.638109300537387,2.977843427323168,1.196454948743937,0.6381093061208434,0.026587887212199096,1.169867061531738,0.9217600666696997,729,-0.7331730649999999
Bryn Forbes,1627854,2021-22,0,0,TOT,28,75,2,17.14666667,3.08,7.186666667,1.626666667,3.933333333,0.414,1.053333333,1.16,0.133333333,1.106666667,1.24,1.0,0.333333333,0.066666667,0.746666667,1.266666667,8.84,Guard,0.465885373,0.756677523,-0.306081667,-1.225227035,-0.747510716,-1.052573142,-0.98283489,0.451488895,-0.547153612,0.514244884,0.628575113,-3.26707217,663.0,10.01428571,-1.1742857099999995,1.6,-0.3600000000000001,0.642857143,0.35714285700000004,0.342857143,-0.009523809999999966,0.014285714,0.052380953,2.2,-0.5733333330000001,0.468849835,-0.002964462000000001,0.753455194,0.0032223289999999682,0.628571429,0.11809523799999999,70.0,5.0,19.34285714,-2.1961904700000012,-5.714361635,-2.4472894650000003,784,18.559875579595673,2.6034214613912483,2.099533436605845,0.6998444781687706,0.1399688964735675,1.567651633365542,0.9505314888706877,784,-2.4472894650000003
Bryn Forbes,1627854,2022-23,0,1610612750,MIN,29,25,0,10.72,1.2,3.32,0.56,1.84,0.304,0.6,0.6,0.16,0.44,0.6,0.68,0.28,0.08,0.48,0.88,3.56,Guard,0.465080722,0.756093717,-1.101068766,-1.490583625,-0.910266094,-1.19368689,-0.949711354,-0.698813949,-0.710084498,0.393667631,0.94618591,-5.714361635,89.0,9.427142855,-5.279999999999999,1.42,-0.64,0.8214285715,-0.31999999999999995,0.33809523799999996,-0.05333333299999998,0.0404761905,0.013333333000000003,1.9133333335000002,-1.066666667,0.467367604,-0.0008046509999999896,0.7550663585,-0.0005838059999999645,0.687619048,-0.26666666699999997,72.5,-50.0,18.244761904999997,-6.426666669999998,,,841,11.955223880597014,2.014925373134328,2.283582089552239,0.9402985074626866,0.26865671641791045,1.6119402985074627,0.5919094511293199,841,
Buddy Hield,1627741,2020-21,0,1610612758,SAC,28,71,71,34.26760563,5.676056338,13.97183099,3.971830986,10.15492958,0.391,1.23943662,1.464788732,0.408450704,4.295774648,4.704225352,3.61971831,0.887323944,0.422535211,1.830985915,2.464788732,16.56338028,Guard,0.460869875,0.755809055,0.856794789,0.211108942,0.584905674,0.413221068,-0.098763057,2.980535007,-1.562723425,0.334874584,-0.662893013,3.057060569,1175.9999998800001,,,,,,,,,,,,,,,,,,,,,,,1.511601321,-1.5454592479999998,784,17.40073982752906,4.942046856163729,3.802712700939882,0.9321824912107232,0.44389642393582085,1.923551171088927,0.9275945704024178,784,-1.5454592479999998
Buddy Hield,1627741,2021-22,0,0,TOT,29,81,32,30.85185185,5.50617284,13.55555556,3.234567901,8.839506173,0.366,1.37037037,1.567901235,0.814814815,3.543209877,4.358024691,2.827160494,0.901234568,0.308641975,1.888888889,2.271604938,15.61728395,Guard,0.461071019,0.756840725,0.714345096,0.067567338,0.181802401,0.450026949,-0.381704057,2.185463923,-1.521994576,0.547952046,-0.731857798,1.511601321,1264.9999999499998,16.56338028,-0.9460963300000014,4.704225352,-0.34620066100000013,3.61971831,-0.792557816,0.887323944,0.013910623999999983,0.422535211,-0.11389323600000001,3.971830986,-0.7372630849999999,0.460869875,0.00020114400000004196,0.755809055,0.00103167000000004,1.830985915,0.057902973999999885,71.0,10.0,34.26760563,-3.4157537799999993,4.173578966,2.661977645,841,18.223289316099837,5.0852340935249245,3.298919568226826,1.0516206484376722,0.3601440572845225,2.204081632915011,0.9838189022586399,841,2.661977645
Buddy Hield,1627741,2022-23,0,1610612754,IND,30,80,73,31.025,5.9375,12.975,3.6,8.4625,0.425,1.325,1.6125,0.8375,4.1625,5.0,2.8125,1.15,0.325,1.7375,1.95,16.8,Guard,0.467326135,0.755317357,0.892421611,0.33374293,0.174345919,1.108231119,-0.341066386,2.579549157,-0.255418817,0.233320935,-0.551547502,4.173578966,1344.0,16.090332115,1.1827160500000016,4.531125021499999,0.6419753090000002,3.2234394020000003,-0.014660494000000135,0.894279256,0.2487654319999999,0.365588593,0.016358024999999998,3.6031994435000003,0.36543209899999995,0.460970447,0.0062551159999999495,0.7563248899999999,-0.0015233679999999694,1.859937402,-0.15138888899999992,76.0,-1.0,32.55972874,0.1731481499999994,1.409367533,-2.764211433,900,19.493956486704274,5.801772763900081,3.2634971796937955,1.3344077356970183,0.37711522965350525,2.016116035455278,0.9783588109674612,900,-2.764211433
Buddy Hield,1627741,2023-24,0,0,TOT,31,84,42,25.71428571,4.416666667,10.11904762,2.607142857,6.761904762,0.386,0.619047619,0.702380952,0.726190476,2.476190476,3.202380952,2.80952381,0.833333333,0.5,1.226190476,2.011904762,12.05952381,Guard,0.465546388,0.754937716,0.178668313,-0.411585289,0.172832197,0.270368242,0.09368002,1.508843161,-0.615793314,0.154911361,0.057442842,1.409367533,1013.00000004,16.208641975,-4.740476190000001,4.6790123455,-1.797619048,2.819830247,-0.002976190000000045,1.025617284,-0.3166666669999999,0.3168209875,0.175,3.4172839505,-0.9928571430000002,0.464198577,-0.0017797469999999982,0.756079041,-0.00037964099999998613,1.8131944445000001,-0.5113095240000001,80.5,4.0,30.938425924999997,-5.31071429,-0.285066223,-1.694433756,961,16.88333333681389,4.483333333547223,3.933333334655556,1.1666666663944447,0.7000000001166666,1.716666666686111,0.9999999999020226,961,-1.694433756
CJ Elleby,1629604,2021-22,0,1610612757,POR,22,58,28,20.24137931,2.086206897,5.310344828,0.637931034,2.172413793,0.294,1.034482759,1.448275862,1.137931034,2.775862069,3.913793103,1.5,0.603448276,0.327586207,0.965517241,2.0,5.844827586,Guard-Forward,0.464727238,0.75206429,-0.757052013,-0.116619817,-0.493205437,-0.33788067,-0.334641562,-0.614772427,-0.781660126,-0.438556102,0.367915218,-3.506472937,338.999999988,,,,,,,,,,,,,,,,,,,,,,,,,484,10.395229982773344,6.960817716527442,2.667802385053966,1.0732538333130026,0.5826235095635881,1.7172061322336833,0.8481960016788104,484,
CJ McCollum,203468,2020-21,0,1610612757,POR,29,47,47,34.04255319,8.617021277,18.80851064,3.595744681,8.936170213,0.402,2.29787234,2.829787234,0.638297872,3.29787234,3.936170213,4.744680851,0.936170213,0.446808511,1.382978723,1.85106383,23.12765957,Guard,0.466868221,0.756318195,1.845150347,-0.107341827,1.157073499,0.54246257,-0.038461745,2.574960183,-0.348140206,0.440030494,-0.129298309,5.936435006,1086.99999979,,,,,,,,,,,,,,,,,,,,,,,3.545765468,-2.390669538,841,24.457499996345014,4.16250000042961,5.017500000152015,0.9900000002908125,0.4725000004031719,1.4624999996364842,0.7737215951115126,841,-2.390669538
CJ McCollum,203468,2021-22,0,0,TOT,30,62,62,34.59677419,8.64516129,18.77419355,2.935483871,7.564516129,0.388,1.870967742,2.741935484,0.85483871,3.483870968,4.338709677,5.080645161,1.129032258,0.35483871,2.048387097,1.951612903,22.09677419,Guard,0.467186916,0.749467036,1.689934329,0.059558953,1.327948494,1.052752932,-0.266939119,1.862929038,-0.283608855,-0.974983683,-0.921826622,3.545765468,1369.99999978,23.12765957,-1.0308853799999973,3.936170213,0.40253946399999974,4.744680851,0.3359643099999996,0.936170213,0.19286204500000004,0.446808511,-0.09196980100000002,3.595744681,-0.66026081,0.466868221,0.00031869499999997997,0.756318195,-0.0068511589999999956,1.382978723,0.6654083740000001,47.0,15.0,34.04255319,0.5542209999999983,3.229447391,-0.31631807700000003,900,22.993006991672946,4.514685314711996,5.2867132869534155,1.174825174878537,0.36923076960430345,2.131468531922109,0.8734971632406483,900,-0.31631807700000003
CJ McCollum,203468,2022-23,0,1610612740,NOP,31,75,75,35.32,7.826666667,17.92,2.813333333,7.24,0.389,2.44,3.173333333,0.733333333,3.64,4.373333333,5.72,0.933333333,0.506666667,2.44,2.04,20.90666667,Guard,0.463743726,0.754111749,1.51074491,0.073914602,1.653131114,0.534956519,0.110241788,1.731200809,-0.98080789,-0.015681018,-1.388253444,3.229447391,1568.00000025,22.61221688,-1.1901075200000015,4.137439945,0.03462365599999995,4.912663006,0.6393548390000001,1.0326012355,-0.19569892500000008,0.40082361050000004,0.15182795699999996,3.265614276,-0.12215053800000009,0.46702756850000005,-0.003443189999999985,0.7528926155,0.0046447130000000225,1.71568291,0.39161290299999996,54.5,13.0,34.31966369,0.7232258100000024,5.740436448,2.5109890569999997,961,21.30917327633069,4.457531143488108,5.830124575311437,0.9513023779161948,0.5164212913929784,2.4869762174405436,0.9505314888706877,961,2.5109890569999997
CJ McCollum,203468,2023-24,0,1610612740,NOP,32,66,66,32.71212121,7.333333333,15.98484848,3.621212121,8.439393939,0.429,1.742424242,2.106060606,0.590909091,3.742424242,4.333333333,4.621212121,0.939393939,0.621212121,1.666666667,1.909090909,20.03030303,Guard,0.467221937,0.756151084,1.378794572,0.057329815,1.094275999,0.550992172,0.394803071,2.602424497,-0.27651752,0.405515975,-0.467182135,5.740436448,1321.99999998,21.50172043,-0.876363640000001,4.356021504999999,-0.040000000000000036,5.400322580499999,-1.0987878789999996,1.0311827955,0.006060606000000024,0.43075268850000004,0.11454545400000005,2.874408602,0.807878788,0.46546532100000004,0.0034782109999999533,0.7517893925,0.0020393349999999755,2.2441935485,-0.7733333329999998,68.5,-9.0,34.958387095,-2.607878790000001,2.179586961,-3.5608494869999996,1024,22.043538676408566,4.768874478867828,5.0856878185308,1.0338119496103446,0.6836498376988008,1.8341824923801695,0.8979944952462691,1024,-3.5608494869999996
Cade Cunningham,1630595,2021-22,0,1610612765,DET,20,64,64,32.625,6.703125,16.109375,1.78125,5.671875,0.314,2.21875,2.625,0.90625,4.625,5.53125,5.5625,1.21875,0.671875,3.65625,3.125,17.40625,Guard,0.461247166,0.757747593,0.98370209,0.55400963,1.573024952,1.29013556,0.520663097,0.61819294,-1.486327224,0.73525336,-2.836856436,1.951797968,1114.0,,,,,,,,,,,,,,,,,,,,,,,1.649227818,-0.30257015,400,19.206896551724135,6.1034482758620685,6.137931034482758,1.3448275862068966,0.7413793103448276,4.0344827586206895,0.88584153947631,400,-0.30257015
Cade Cunningham,1630595,2022-23,0,1610612765,DET,21,12,12,33.33333333,7.75,18.66666667,1.416666667,5.083333333,0.279,3.0,3.583333333,1.0,5.166666667,6.166666667,6.0,0.833333333,0.583333333,3.25,2.833333333,19.91666667,Guard,0.460114777,0.758773103,1.361684829,0.81746588,1.795542071,0.270368242,0.300702118,0.225023022,-1.715620615,0.94705851,-2.352996239,1.649227818,239.00000004000003,17.40625,2.5104166700000015,5.53125,0.6354166670000003,5.5625,0.4375,1.21875,-0.385416667,0.671875,-0.08854166699999999,1.78125,-0.3645833329999999,0.461247166,-0.0011323890000000114,0.757747593,0.0010255099999999517,3.65625,-0.40625,64.0,-52.0,32.625,0.7083333300000021,3.873793983,2.224566165,441,21.510000005751,6.660000001026,6.480000000647999,0.8999999997299999,0.629999999703,3.510000000351,0.44142617787887706,441,2.224566165
Cade Cunningham,1630595,2023-24,0,1610612765,DET,22,62,62,33.4516129,8.451612903,18.82258065,1.919354839,5.403225806,0.355,3.838709677,4.419354839,0.532258065,3.790322581,4.322580645,7.483870968,0.903225806,0.35483871,3.419354839,2.467741935,22.66129032,Guard,0.465441489,0.762573565,1.774931117,0.052871539,2.55025451,0.455295533,-0.266939119,0.767126429,-0.637034013,1.731992695,-2.554704708,3.873793983,1404.9999998399999,18.661458335,2.7446236499999976,5.848958333500001,-1.844086022,5.78125,1.4838709679999997,1.0260416665,0.06989247300000001,0.6276041665000001,-0.228494623,1.5989583335000002,0.5026881719999998,0.4606809715,0.005326712000000011,0.7582603480000001,0.003800461999999949,3.453125,0.16935483899999992,38.0,50.0,32.979166665,0.11827956999999856,6.819355428,2.9455614449999996,484,24.387656701599578,4.651880424575881,8.054001929694696,0.9720347151332724,0.3818707814833048,3.679845709442608,0.8734971632406483,484,2.9455614449999996
Caleb Houstan,1631216,2022-23,0,1610612753,ORL,20,51,4,15.92156863,1.294117647,3.568627451,0.901960784,2.666666667,0.338,0.294117647,0.352941176,0.666666667,1.274509804,1.941176471,0.588235294,0.235294118,0.137254902,0.352941176,1.235294118,3.784313725,Guard,0.464899778,0.75372642,-1.067294804,-0.934505477,-0.956938593,-1.311973414,-0.807474995,-0.330040391,-0.746723087,-0.095265605,1.097518113,-5.152698253,192.999999975,,,,,,,,,,,,,,,,,,,,,,,-4.852763665,0.2999345879999993,400,8.556650243827137,4.3891625618046906,1.3300492606047951,0.5320197051463516,0.31034482762519117,0.7980295554584437,0.8017209611450578,400,0.2999345879999993
Caleb Houstan,1631216,2023-24,0,1610612753,ORL,21,59,13,13.81355932,1.355932203,3.491525424,1.220338983,3.271186441,0.373,0.355932203,0.440677966,0.474576271,0.949152542,1.423728814,0.491525424,0.254237288,0.06779661,0.271186441,1.033898305,4.288135593,Guard,0.465819127,0.753645895,-0.991436492,-1.149049455,-1.006126254,-1.261852005,-0.98002781,0.013301498,-0.560567486,-0.111896972,1.194891313,-4.852763665,252.999999987,3.784313725,0.5038218679999997,1.941176471,-0.517447657,0.588235294,-0.09670986999999998,0.235294118,0.01894317000000001,0.137254902,-0.06945829200000002,0.901960784,0.318378199,0.464899778,0.0009193490000000137,0.75372642,-8.052499999999796e-05,0.352941176,-0.08175473500000002,51.0,8.0,15.92156863,-2.10800931,-4.224744811,0.6280188540000005,441,11.17546012377062,3.710429449547548,1.280981595987384,0.6625766868607474,0.17668711614871466,0.7067484672009937,0.854601040740544,441,0.6280188540000005
Caleb Martin,1628997,2020-21,0,1610612766,CHA,25,53,3,15.43396226,1.811320755,4.830188679,0.58490566,2.358490566,0.248,0.773584906,1.20754717,0.58490566,2.075471698,2.660377358,1.264150943,0.698113208,0.226415094,0.622641509,1.169811321,4.981132075,Forward,0.464226398,0.750521787,-0.887094965,-0.636310641,-0.613160758,-0.087408359,-0.585977434,-0.671955463,-0.883073337,-0.757139174,0.776294097,-4.345826034,263.999999975,,,,,,,,,,,,,,,,,,,,,,,0.27008683,4.615912864,625,11.61858190911502,6.205378973629808,2.9486552565925477,1.6283618596848897,0.5281173587630633,1.4523227377646835,0.8153086049349356,625,4.615912864
Caleb Martin,1628997,2021-22,0,1610612748,MIA,26,60,12,22.86666667,3.466666667,6.833333333,1.066666667,2.583333333,0.413,1.183333333,1.55,1.166666667,2.666666667,3.833333333,1.066666667,0.966666667,0.5,0.866666667,1.733333333,9.183333333,Forward,0.470996444,0.753462504,-0.25438743,-0.14998002,-0.713603346,0.623152612,0.09368002,-0.152420098,0.487768692,-0.149773854,0.485650255,0.27008683,550.99999998,4.981132075,4.2022012580000005,2.660377358,1.1729559750000003,1.264150943,-0.19748427599999996,0.698113208,0.26855345900000005,0.226415094,0.27358490599999996,0.58490566,0.481761007,0.464226398,0.0067700460000000295,0.750521787,0.0029407169999999816,0.622641509,0.2440251579999999,53.0,7.0,15.43396226,7.432704410000001,0.536171797,0.26608496699999995,676,14.457725944889544,6.034985421336009,1.6793002918251747,1.521865889515763,0.7871720115470595,1.364431487206351,0.860952025940243,676,0.26608496699999995
Caleb Martin,1628997,2022-23,0,1610612748,MIA,27,71,49,29.26760563,3.577464789,7.718309859,1.183098592,3.323943662,0.356,1.281690141,1.591549296,1.23943662,3.605633803,4.845070423,1.647887324,1.0,0.436619718,1.098591549,2.042253521,9.61971831,Forward,0.46821117,0.754765844,-0.188682804,0.269506079,-0.417988383,0.711348704,-0.063773407,-0.026858872,-0.076211324,0.119413474,0.20941833,0.536171797,683.00000001,7.082232704,0.43638497699999945,3.2468553455,1.01173709,1.165408805,0.581220657,0.8323899375,0.033333332999999965,0.363207547,-0.06338028200000001,0.8257861635,0.11643192499999988,0.46761142099999997,-0.0027852740000000042,0.7519921455,0.0013033399999999862,0.744654088,0.23192488200000005,56.5,11.0,19.150314465,6.400938959999998,-0.715072947,-1.251244744,729,11.832531281787674,5.959576517226702,2.0269489897455615,1.230028874077049,0.5370548601313787,1.3512993260870312,0.9275945704024178,729,-1.251244744
Caleb Martin,1628997,2023-24,0,1610612748,MIA,28,64,23,27.453125,3.765625,8.734375,1.265625,3.625,0.349,1.203125,1.546875,1.15625,3.234375,4.390625,2.234375,0.734375,0.453125,1.203125,1.96875,10.0,Forward,0.465521007,0.753912062,-0.13142541,0.081084067,-0.119694559,0.008536093,-0.02276991,0.062138342,-0.620932644,-0.056923684,0.084914758,-0.715072947,640.0,9.4015258215,0.38028169000000034,4.339201878,-0.4544454230000001,1.3572769955,0.586487676,0.9833333335000001,-0.265625,0.468309859,0.01650528200000001,1.1248826295,0.0825264080000001,0.46960380700000004,-0.002690163000000023,0.754114174,-0.0008537819999999696,0.982629108,0.104533451,65.5,-7.0,26.06713615,-1.8144806299999985,-2.148349258,-1.4332763110000002,784,13.11326124075128,5.757541263517359,2.929994308480364,0.9630051223676721,0.5941946499715425,1.5776892430278886,0.88584153947631,784,-1.4332763110000002
Cam Reddish,1629629,2020-21,0,1610612737,ATL,21,26,21,28.84615385,3.692307692,10.11538462,1.269230769,4.846153846,0.262,2.576923077,3.153846154,0.846153846,3.153846154,4.0,1.346153846,1.269230769,0.346153846,1.307692308,2.615384615,11.23076923,Guard-Forward,0.459025192,0.756954337,0.053886268,-0.080876742,-0.571453215,1.423701757,-0.288514623,0.066026836,-1.936246678,0.571417113,-0.039629139,-0.801688423,291.99999998,,,,,,,,,,,,,,,,,,,,,,,-1.10296768,-0.3012792569999999,441,14.0159999971712,4.9919999993344,1.6799999995839998,1.5839999995008,0.4319999997504,1.6320000001664,0.6016111219351301,441,-0.3012792569999999
Cam Reddish,1629629,2021-22,0,0,TOT,22,49,7,20.65306122,3.367346939,8.326530612,1.346938776,3.755102041,0.359,2.06122449,2.285714286,0.510204082,1.632653061,2.142857143,0.979591837,0.959183673,0.306122449,1.163265306,1.224489796,10.14285714,Guard-Forward,0.463575619,0.759673209,-0.109916019,-0.850884703,-0.757890523,0.603353489,-0.387963228,0.149827843,-1.014847166,1.132963362,0.132389267,-1.10296768,496.99999986,11.23076923,-1.0879120899999997,4.0,-1.857142857,1.346153846,-0.366562009,1.269230769,-0.310047096,0.346153846,-0.04003139699999997,1.269230769,0.07770800700000002,0.459025192,0.004550426999999968,0.756954337,0.0027188719999999833,1.307692308,-0.14442700200000003,26.0,23.0,28.84615385,-8.193092629999999,-0.949906064,0.1530616159999999,484,17.679841896096406,3.735177866673655,1.707509882256573,1.6719367584385632,0.5335968380962365,2.0276679844170817,0.78786417669398,484,0.1530616159999999
